ID,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A667218,2014-03-19 15:37:00,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A677351,2014-04-28 12:19:00,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair,Tortie
A685953,2014-08-16 16:02:00,Adoption,Dog,Neutered Male,8 months,Labrador Retriever Mix,Brown/White
A689823,2014-10-10 12:45:00,Euthanasia,Dog,Intact Male,4 months,Labrador Retriever/Dalmatian,White/Black
A716946,2016-01-09 11:23:00,Adoption,Cat,Spayed Female,9 years,Domestic Medium Hair Mix,Black/White
A672702,2014-02-15 14:58:00,Euthanasia,Dog,Intact Female,3 months,Rat Terrier Mix,Tricolor
A678881,2014-07-13 12:27:00,Adoption,Dog,Neutered Male,1 year,Labrador Retriever/Collie Smooth,Black/White
A668564,2013-12-10 17:27:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A680083,2014-11-15 11:58:00,Transfer,Dog,Neutered Male,6 years,Pit Bull Mix,Brown Brindle
A680872,2014-08-17 13:39:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A673931,2014-03-15 18:49:00,Adoption,Dog,Neutered Male,3 years,Pembroke Welsh Corgi Mix,Brown
A684002,2014-07-18 18:25:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby/White
A665642,2013-10-31 11:02:00,Return_to_owner,Dog,Intact Male,3 years,Miniature Schnauzer,Gray
A613098,2013-10-13 17:32:00,Transfer,Dog,Intact Male,6 years,Airedale Terrier,Tan/Black
A673975,2014-03-10 16:53:00,Transfer,Dog,Neutered Male,8 months,Chihuahua Shorthair/Pug,Black
A711833,2015-09-17 17:09:00,Adoption,Dog,Spayed Female,1 month,German Shepherd Mix,Red
A711539,2015-09-09 09:00:00,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A646858,2014-01-06 13:48:00,Transfer,Dog,Neutered Male,1 year,Siberian Husky,Gray/White
A690248,2014-10-16 18:33:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A689983,2014-10-13 09:00:00,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White
A680448,2014-06-03 11:08:00,Transfer,Cat,Intact Male,3 days,Domestic Shorthair Mix,Blue Tabby
A664926,2013-10-14 17:18:00,Euthanasia,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown
A711336,2015-09-05 14:05:00,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby
A708868,2015-08-14 17:28:00,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A710316,2015-08-21 15:12:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A678984,2015-06-19 19:04:00,Adoption,Dog,Spayed Female,3 years,Pit Bull Mix,Chocolate/White
A678053,2014-05-03 16:15:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black Smoke
A678720,2014-05-16 18:59:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A668486,2013-12-13 18:54:00,Adoption,Dog,Spayed Female,5 months,Pit Bull Mix,Blue/White
A701312,2015-05-25 13:52:00,Transfer,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A701338,2015-04-29 08:34:00,Euthanasia,Dog,Spayed Female,13 years,Chihuahua Shorthair Mix,Black/White
A705620,2015-06-23 14:20:00,Adoption,Dog,Neutered Male,8 years,German Shepherd Mix,Black/Tan
A678291,2014-05-11 18:26:00,Adoption,Dog,Neutered Male,2 months,Australian Shepherd Mix,Tan/White
A704000,2015-06-02 13:12:00,Transfer,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Tan/White
A674725,2014-03-21 19:21:00,Return_to_owner,Dog,Intact Male,19 years,Cocker Spaniel Mix,Black/White
A666602,2013-11-04 14:55:00,Transfer,Dog,Intact Female,0 years,Beagle/Chihuahua Shorthair,White
A710279,2015-08-24 18:33:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange Tabby
A687403,2014-09-04 13:29:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A675524,2014-04-06 16:57:00,Adoption,Cat,Spayed Female,3 years,Siamese Mix,Lynx Point
A713090,2015-11-27 18:44:00,Adoption,Dog,Spayed Female,3 years,German Shepherd Mix,Tan/Black
A668954,2013-12-12 18:41:00,Euthanasia,Cat,Unknown,1 month,Domestic Shorthair Mix,Blue Tabby/White
A672401,2014-02-09 18:36:00,Return_to_owner,Dog,Neutered Male,3 years,Siberian Husky Mix,Red/White
A678664,2014-10-04 12:17:00,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A684810,2014-07-29 12:55:00,Return_to_owner,Dog,Neutered Male,5 years,Labrador Retriever Mix,Cream
A698822,2015-03-18 15:43:00,Transfer,Cat,Unknown,1 day,Domestic Shorthair Mix,Black
A717050,2015-12-16 12:34:00,Adoption,Cat,Spayed Female,11 years,Siamese Mix,Seal Point
A692383,2014-11-25 14:01:00,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A706564,2015-07-02 00:00:00,Transfer,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A670547,2014-02-02 14:36:00,Adoption,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
A641459,2014-02-08 17:29:00,Adoption,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black
A676172,2014-04-06 17:37:00,Return_to_owner,Dog,Spayed Female,9 years,Labrador Retriever/Pit Bull,Red
A676074,2014-04-10 14:11:00,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
A668335,2013-12-22 14:24:00,Adoption,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan
A717721,2015-12-29 15:48:00,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A706091,2015-06-24 16:39:00,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A684503,2014-08-02 17:10:00,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A680281,2014-07-12 19:49:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
A692599,2014-11-23 15:36:00,Transfer,Dog,Intact Female,7 months,Dachshund Mix,Brown
A694651,2015-01-02 17:33:00,Adoption,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black/White
A662401,2013-11-24 13:10:00,Transfer,Dog,Neutered Male,7 years,Pit Bull Mix,White/Blue
A702768,2015-05-17 18:48:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A687566,2014-09-12 18:12:00,Adoption,Dog,Spayed Female,1 year,American Staffordshire Terrier Mix,Black/White
A691602,2014-11-29 14:12:00,Adoption,Dog,Neutered Male,6 years,German Shepherd Mix,Black/Tan
A715086,2015-11-04 11:39:00,Adoption,Dog,Neutered Male,2 years,German Shepherd Mix,Sable
A668562,2013-12-13 18:13:00,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby
A707727,2015-07-16 18:39:00,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White
A713582,2015-10-09 13:53:00,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A706410,2015-07-04 11:47:00,Adoption,Dog,Neutered Male,5 months,Labrador Retriever Mix,Yellow
A691948,2014-12-04 17:28:00,Transfer,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown
A683590,2014-07-16 13:51:00,Transfer,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Blue Merle
A696363,2015-02-14 17:15:00,Adoption,Dog,Spayed Female,1 year,Black Mouth Cur Mix,Tan/White
A710535,2015-08-30 18:39:00,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White
A673649,2014-03-01 13:59:00,Transfer,Cat,Unknown,4 years,Domestic Longhair Mix,Orange Tabby/White
A717432,2016-01-04 16:56:00,Adoption,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Black
A686723,2014-08-31 13:16:00,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby
A681259,2014-06-14 12:45:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A647006,2014-06-30 14:28:00,Return_to_owner,Dog,Spayed Female,3 years,Pit Bull Mix,Red/White
A586717,2014-11-23 17:41:00,Adoption,Dog,Neutered Male,5 years,Pit Bull Mix,Red/White
A673092,2014-03-05 18:00:00,Adoption,Dog,Spayed Female,4 years,Maltese Mix,White
A699724,2015-04-05 17:10:00,Adoption,Dog,Neutered Male,10 months,Boxer,Fawn/White
A665686,2014-09-14 14:20:00,Adoption,Dog,Spayed Female,3 years,Dachshund Mix,Tan/Buff
A715837,2015-11-11 11:35:00,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A712234,2015-09-23 18:24:00,Adoption,Dog,Neutered Male,2 months,Yorkshire Terrier Mix,Black/Tan
A679945,2014-05-28 14:43:00,Return_to_owner,Dog,Spayed Female,9 years,Pit Bull/Pointer,Brown Brindle/White
A700088,2015-04-18 12:16:00,Return_to_owner,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White
A616257,2014-11-24 10:27:00,Euthanasia,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
A692208,2014-11-21 08:42:00,Euthanasia,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Black/White
A717874,2016-02-14 11:05:00,Return_to_owner,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn/White
A707250,2015-07-25 12:02:00,Adoption,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue Tabby
A707609,2016-01-09 13:43:00,Transfer,Dog,Spayed Female,3 years,Black Mouth Cur/Australian Cattle Dog,Tan/White
A704332,2015-06-09 14:01:00,Transfer,Cat,Neutered Male,6 years,Siamese Mix,Flame Point
A713672,2015-11-05 17:29:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A711332,2015-09-13 18:17:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A702877,2015-05-29 15:32:00,Transfer,Dog,Intact Female,2 months,Pointer Mix,Black/White
A615161,2016-02-03 14:29:00,Return_to_owner,Dog,Spayed Female,4 years,Pit Bull Mix,Black/White
A715988,2015-11-13 18:18:00,Return_to_owner,Dog,Neutered Male,8 years,Rottweiler,Black/Tan
A706723,2015-07-07 18:14:00,Transfer,Dog,Intact Female,3 months,Pit Bull Mix,White/Blue
A688222,2015-01-16 18:57:00,Return_to_owner,Dog,Spayed Female,6 months,Border Collie Mix,Black/White
A711660,2015-12-12 17:40:00,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A712146,2015-09-18 15:06:00,Return_to_owner,Dog,Spayed Female,8 years,Miniature Schnauzer Mix,Gray/Black
A665092,2013-10-13 15:51:00,Return_to_owner,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White
A706178,2015-07-06 18:24:00,Return_to_owner,Dog,Neutered Male,1 year,Pit Bull Mix,Brown
A707691,2015-08-13 15:14:00,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A684903,2014-09-01 14:58:00,Adoption,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Tan
A698835,2015-05-24 19:44:00,Adoption,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A671366,2014-02-01 17:19:00,Return_to_owner,Dog,Spayed Female,2 years,Chihuahua Shorthair/Pug,Black
A687876,2014-09-16 18:52:00,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
A693159,2014-12-24 08:37:00,Adoption,Dog,Neutered Male,1 month,Australian Cattle Dog/Border Collie,Black/White
A663869,2013-10-20 16:53:00,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,White/Black
A607728,2014-05-22 15:37:00,Return_to_owner,Dog,Spayed Female,9 years,Boxer Mix,White/Brown
A684692,2014-08-03 12:41:00,Transfer,Dog,Spayed Female,10 years,Miniature Schnauzer Mix,Gray/Tan
A688813,2014-09-27 15:13:00,Transfer,Dog,Intact Female,5 months,Great Pyrenees Mix,White
A679654,2014-10-19 10:54:00,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby
A681763,2014-06-23 13:16:00,Died,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Brown
A702006,2015-05-24 14:35:00,Euthanasia,Dog,Spayed Female,5 years,Pit Bull Mix,White/Red
A715749,2015-11-10 09:00:00,Transfer,Cat,Intact Male,2 years,Domestic Longhair Mix,Orange Tabby/White
A669829,2013-12-28 14:07:00,Transfer,Dog,Intact Male,2 months,Leonberger Mix,Tan/White
A703091,2015-05-20 14:09:00,Transfer,Cat,Unknown,3 days,Domestic Shorthair Mix,Black/White
A698360,2015-05-05 13:30:00,Adoption,Cat,Neutered Male,9 years,Domestic Longhair Mix,Brown Tabby/White
A696115,2015-02-04 18:01:00,Adoption,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Orange Tabby
A667765,2013-11-30 15:59:00,Return_to_owner,Dog,Neutered Male,1 year,Dachshund Mix,Black/Brown
A702609,2015-05-17 09:00:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A672161,2014-03-29 12:19:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A685395,2014-08-09 12:24:00,Return_to_owner,Dog,Intact Male,7 years,Collie Rough,Blue Merle/White
A705106,2015-06-15 11:51:00,Adoption,Dog,Intact Female,3 months,Dogue De Bordeaux Mix,Red
A719542,2016-01-29 18:49:00,Transfer,Cat,Intact Male,1 week,Domestic Longhair Mix,Brown Tabby
A703588,2015-06-01 18:35:00,Adoption,Dog,Spayed Female,6 months,Anatol Shepherd Mix,Red/Tricolor
A712655,2015-09-30 17:33:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A665422,2013-11-30 17:36:00,Adoption,Dog,Neutered Male,1 year,Dachshund Mix,Brown Brindle/White
A715811,2015-11-13 13:42:00,Transfer,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Blue Tabby
A674873,2014-03-19 15:14:00,Euthanasia,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A701180,2015-04-26 17:43:00,Return_to_owner,Dog,Spayed Female,3 years,Italian Greyhound/Chihuahua Shorthair,Orange/White
A671739,2014-02-08 18:56:00,Return_to_owner,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Chocolate/Tan
A711597,2015-10-23 10:50:00,Adoption,Dog,Neutered Male,6 years,German Shepherd Mix,Sable
A658844,2013-10-21 13:18:00,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Red/White
A681268,2015-03-14 17:58:00,Adoption,Cat,Spayed Female,2 years,Siamese Mix,Seal Point
A578097,2014-12-31 09:01:00,Euthanasia,Cat,Spayed Female,6 years,Siamese Mix,Lynx Point
A566678,2014-10-10 14:11:00,Return_to_owner,Dog,Neutered Male,7 years,Labrador Retriever Mix,Red
A698375,2015-03-11 15:30:00,Return_to_owner,Dog,Spayed Female,1 year,Golden Retriever Mix,Gold
A679451,2014-05-21 12:35:00,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby
A700058,2015-04-11 11:31:00,Transfer,Dog,Intact Female,10 years,Boxer Mix,White
A577861,2016-01-13 19:11:00,Return_to_owner,Dog,Intact Male,7 years,Labrador Retriever,Yellow
A694173,2014-12-22 10:10:00,Euthanasia,Dog,Intact Male,3 months,Pit Bull Mix,Brown Brindle
A684893,2014-08-08 11:59:00,Return_to_owner,Dog,Spayed Female,3 years,German Shepherd Mix,Brown/Black
A690578,2014-11-02 15:54:00,Transfer,Cat,Neutered Male,3 years,Domestic Shorthair Mix,White/Black
A684913,2014-07-30 17:04:00,Euthanasia,Dog,Neutered Male,1 year,American Bulldog Mix,Black/White
A687723,2014-09-09 16:00:00,Return_to_owner,Dog,Spayed Female,9 years,Dachshund Mix,Brown
A714255,2015-10-20 17:15:00,Transfer,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black
A710980,2015-09-01 09:00:00,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby
A714582,2015-11-01 19:14:00,Adoption,Dog,Neutered Male,2 years,German Shepherd Mix,Sable
A682754,2014-07-06 12:13:00,Adoption,Dog,Neutered Male,3 years,Boxer Mix,Brown/White
A679753,2014-06-04 14:16:00,Transfer,Dog,Spayed Female,10 months,Labrador Retriever Mix,Tan
A690217,2014-10-22 14:47:00,Euthanasia,Dog,Neutered Male,1 year,Great Pyrenees Mix,Brown/White
A692874,2014-12-22 14:35:00,Adoption,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
A700104,2015-04-12 17:12:00,Adoption,Dog,Spayed Female,2 months,Belgian Malinois Mix,Blue/Yellow Brindle
A667357,2013-12-06 13:42:00,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A675073,2014-04-03 15:08:00,Adoption,Dog,Intact Male,4 months,Chihuahua Shorthair Mix,Tan/White
A682499,2014-07-06 18:11:00,Adoption,Dog,Neutered Male,1 year,Labrador Retriever/Cocker Spaniel,Brown
A687070,2014-09-19 18:00:00,Adoption,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Blue/Tan
A667344,2013-11-24 17:48:00,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue/White
A594828,2015-12-13 16:58:00,Adoption,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black
A711391,2015-09-07 09:00:00,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Orange Tabby
A691118,2014-11-15 18:21:00,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown Brindle/White
A677293,2014-04-23 11:17:00,Transfer,Cat,Intact Male,4 days,Domestic Shorthair Mix,Orange Tabby
A714103,2015-10-29 11:24:00,Transfer,Cat,Neutered Male,4 years,Munchkin Longhair Mix,Brown Tabby/White
A689336,2014-10-10 11:57:00,Adoption,Dog,Neutered Male,2 months,German Shepherd Mix,Tricolor
A638565,2014-05-11 13:22:00,Return_to_owner,Dog,Neutered Male,3 years,Catahoula Mix,Brown Brindle
A708168,2015-08-03 11:32:00,Transfer,Dog,Neutered Male,8 years,Jack Russell Terrier Mix,Brown/White
A704261,2015-06-07 19:18:00,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Yellow
A680702,2014-06-06 14:39:00,Transfer,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Orange Tabby/White
A684799,2014-08-01 19:19:00,Adoption,Dog,Neutered Male,10 months,Australian Shepherd/Siberian Husky,Tricolor
A670543,2014-03-25 11:14:00,Transfer,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A676368,2014-04-13 17:57:00,Adoption,Dog,Neutered Male,2 months,Basset Hound/Beagle,Tan/White
A692909,2014-11-28 18:23:00,Euthanasia,Dog,Spayed Female,1 year,Pit Bull Mix,Brown
A665559,2013-10-21 14:29:00,Euthanasia,Dog,Intact Male,10 years,Lhasa Apso Mix,Gray
A707694,2015-07-16 15:19:00,Transfer,Dog,Intact Female,1 year,Pit Bull Mix,White/Brown
A681037,2014-06-16 13:52:00,Euthanasia,Dog,Intact Male,3 years,Pit Bull Mix,Brown/White
A688191,2014-09-20 19:08:00,Adoption,Dog,Neutered Male,1 year,Flat Coat Retriever Mix,Black
A640613,2014-09-19 18:20:00,Adoption,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Orange Tabby
A709056,2015-08-04 14:29:00,Return_to_owner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White
A684595,2014-08-02 12:43:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Black Smoke
A701364,2015-05-07 14:49:00,Transfer,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Brown Tabby/White
A702951,2015-05-29 12:10:00,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black
A677309,2014-05-05 12:11:00,Return_to_owner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White
A624198,2014-01-04 15:23:00,Adoption,Dog,Spayed Female,1 year,Catahoula Mix,Black/White
A669848,2013-12-29 18:12:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby/White
A696113,2015-02-02 17:36:00,Adoption,Dog,Spayed Female,7 months,Wire Hair Fox Terrier Mix,Tricolor
A695944,2015-01-26 12:26:00,Euthanasia,Cat,Intact Male,4 years,Domestic Shorthair Mix,Seal Point
A710761,2015-08-30 17:46:00,Transfer,Dog,Neutered Male,10 years,German Shepherd,Black/Brown
A685309,2014-08-23 17:29:00,Adoption,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,White/Tan
A688178,2014-10-18 18:14:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A701752,2015-05-12 17:41:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A683902,2014-07-21 17:34:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A678576,2014-05-17 08:32:00,Transfer,Dog,Intact Male,2 years,Miniature Pinscher,Black/Tan
A667766,2013-11-25 13:20:00,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Black
A640804,2014-02-17 15:25:00,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A691181,2014-12-15 16:00:00,Transfer,Dog,Neutered Male,3 years,Pit Bull Mix,Fawn/White
A696004,2015-01-28 10:39:00,Euthanasia,Dog,Spayed Female,5 years,Cardigan Welsh Corgi Mix,Sable/White
A690042,2014-11-30 14:52:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A713451,2016-01-19 18:39:00,Adoption,Cat,Spayed Female,4 months,Domestic Medium Hair Mix,White/Black
A706300,2015-06-28 09:00:00,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A612857,2014-12-08 09:00:00,Transfer,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby
A688071,2014-09-30 13:25:00,Adoption,Dog,Neutered Male,1 year,German Shepherd/Mastiff,Brown/Black
A694913,2015-01-10 18:18:00,Adoption,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Blue/White
A686147,2014-10-04 13:31:00,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A714144,2015-11-05 13:54:00,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A676375,2014-08-19 12:18:00,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A686297,2014-08-29 17:48:00,Euthanasia,Dog,Neutered Male,5 months,Pit Bull Mix,Blue/White
A663510,2015-07-19 11:54:00,Return_to_owner,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle
A660137,2013-10-12 19:03:00,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby
A670571,2014-01-20 18:17:00,Adoption,Dog,Spayed Female,4 months,Chow Chow Mix,Ruddy/Cream
A674605,2014-03-24 13:31:00,Transfer,Dog,Neutered Male,2 years,Pug/Chihuahua Shorthair,Black
A682763,2014-09-20 17:58:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A712627,2015-09-29 18:45:00,Adoption,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Black/White
A681963,2014-08-13 17:26:00,Adoption,Dog,Spayed Female,1 month,Australian Cattle Dog Mix,White/Brown
A680447,2014-06-03 11:08:00,Transfer,Cat,Intact Male,3 days,Domestic Shorthair Mix,Black
A717051,2016-01-05 13:40:00,Adoption,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn
A693786,2015-01-27 19:12:00,Adoption,Dog,Spayed Female,2 years,Labrador Retriever Mix,Red
A715022,2015-11-03 13:57:00,Transfer,Dog,Intact Male,4 months,Australian Cattle Dog Mix,White/Black
A681643,2014-06-19 10:13:00,Euthanasia,Cat,Neutered Male,10 years,Domestic Shorthair Mix,White/Blue
